10073329	-1
10079651	-1
10160084	-1
10190648	-1
10193658	-1
10206324	-1
10210394	1
10221366	-1
10223495	-1
10233562	-1
10332441	1
10338349	-1
10344916	-1
10350044	1
10363619	-1
10363730	-1
10384969	-1
10385263	-1
10385348	-1
10393480	-1
10397381	-1
10428737	-1
10436424	-1
10458657	-1
10459465	-1
10461546	-1
10475346	1
10479880	-1
10480828	-1
10510109	1
10510920	-1
10512072	-1
10515528	-1
10534221	-1
10543335	1
10550530	-1
10553641	-1
10569603	-1
10569604	-1
10571650	-1
10573314	-1
10583026	1
10583027	1
10610647	-1
10628907	-1
10636496	1
10647975	-1
10691817	-1
10699610	-1
10699623	-1
10703502	-1
10735579	-1
10755330	-1
10759661	1
10767443	-1
10767450	-1
10767457	-1
10772377	1
10775736	1
10792154	1
10798461	-1
10799190	-1
10824450	-1
10828671	-1
10839552	-1
10840082	-1
10852094	-1
10858873	-1
10860131	-1
10888308	-1
10894308	-1
10924511	-1
10924932	-1
11054030	-1
11069384	-1
11090517	-1
11099286	-1
11113737	-1
11114562	-1
11116281	-1
11117074	-1
11126150	-1
11152906	1
11164141	-1
11165228	-1
11176403	-1
11176516	-1
11207885	1
11210400	-1
11248608	1
11269570	-1
11286323	-1
11294516	-1
11298060	-1
11302288	-1
11322348	-1
11322350	1
11327200	-1
11341475	-1
11342895	1
11350411	-1
11357173	-1
11374317	1
11392625	-1
11394733	-1
11402632	-1
11435842	-1
11435843	1
11454106	1
11454125	-1
11479003	-1
11482747	-1
11485135	-1
11485700	-1
11496941	-1
11501617	-1
11504608	-1
11519898	-1
11522122	1
11526802	-1
11527561	-1
11547107	-1
11548979	-1
11597535	-1
11674898	-1
11678784	-1
11702910	-1
11711378	-1
11733916	-1
11735757	-1
11737484	-1
11741629	-1
11742595	-1
11746614	-1
11747044	-1
11760777	-1
11760779	-1
11760782	-1
11768839	-1
11794435	-1
11813937	-1
11822060	-1
11825311	-1
11880062	-1
11880086	-1
11927295	-1
11934349	-1
11973763	-1
11978158	-1
11998091	-1
11999467	-1
12001821	-1
12010242	-1
12017406	1
12028164	1
12028165	1
12028169	-1
12028232	-1
12028256	1
12030634	-1
12045724	-1
12047983	-1
12060436	1
12074774	1
12083983	-1
12110086	-1
12123469	-1
12131314	-1
12147560	-1
12153373	-1
12175392	1
12187215	1
12212758	-1
12231388	-1
12234085	-1
12236281	-1
12241127	-1
12354340	-1
12354344	-1
12354576	-1
12355297	-1
12356204	-1
12371799	-1
12389875	-1
12394674	-1
12394756	-1
12409875	-1
12423868	-1
12425862	-1
12425864	-1
12465081	-1
12469258	-1
12469985	-1
12475676	-1
12476518	-1
12476529	-1
12477661	-1
12478180	-1
12483499	-1
12493364	-1
12507545	-1
12509373	-1
12516010	-1
12540342	-1
12555610	-1
12572529	-1
12576796	-1
12576837	-1
12580556	-1
12601517	-1
12603422	-1
12603423	-1
12608543	-1
12614251	-1
12651768	-1
12669676	-1
12686854	-1
12699495	-1
12702614	-1
12712123	-1
12734610	-1
12746713	-1
12756144	-1
12771763	-1
12777612	-1
12790272	-1
12792375	-1
12796688	-1
12797715	-1
12809928	-1
12811292	-1
12811297	-1
12811500	1
12837438	-1
12893326	-1
12908692	-1
12930432	-1
12930445	-1
12934775	-1
12934777	-1
12934778	-1
12962951	1
12967534	-1
14499063	-1
14501691	-1
14532838	-1
14565094	-1
14567008	-1
14587130	-1
14616458	-1
14657444	-1
7484484	1
7497872	-1
7562241	-1
7607378	-1
7613803	-1
7620236	-1
7771021	-1
7775717	1
7788250	-1
7788255	1
7824373	-1
7856993	-1
7875185	-1
7912347	-1
8051758	-1
8161462	-1
8262104	-1
8283381	-1
8299590	-1
8307445	-1
8536133	-1
8575504	-1
8588267	-1
8632545	-1
8698016	-1
8701478	-1
8737763	-1
8826573	-1
8849312	-1
8877354	-1
8881937	-1
8941431	-1
8963976	-1
8996386	-1
9072550	-1
9105189	-1
9121357	-1
9144906	1
9181922	-1
9186365	-1
9200560	-1
9202559	-1
9236554	-1
9258982	-1
9272412	-1
9313659	-1
9351481	-1
9366317	-1
9404562	-1
9412364	-1
9426760	-1
9434659	1
9467475	1
9493232	-1
9495736	-1
9499276	-1
9510336	-1
9516036	1
9586268	-1
9599741	-1
9617596	-1
9624560	-1
9638316	-1
9655671	-1
9656557	-1
9666761	1
9671109	-1
9693251	-1
9704249	-1
9748713	-1
9758325	-1
9777178	-1
9798802	-1
9863850	-1
9916307	-1
9929704	-1
